track_id,plate_text,confidence,status,valid,job_id
1964,(no text),0.0000,FAIL,INVALID,af3c214d-3323-42d1-b6b1-6f876afe6da9
1951,(no text),0.0000,FAIL,INVALID,5b35b726-ada3-46fc-8bbb-c5a89dd7a25e
2010,(no text),0.0000,FAIL,INVALID,968f2c0e-e574-4209-861f-dd474503f84b
2001,(no text),0.0000,FAIL,INVALID,6df0f877-74f2-4051-96ac-b98eecdad686
2026,(no text),0.0000,FAIL,INVALID,e459656a-776d-4499-9db6-ddd4aa8aaa75
1980,(no text),0.0000,FAIL,INVALID,3349ab08-3916-463f-9ef5-d55dd41a321b
529,(no text),0.0000,FAIL,INVALID,e0cca866-0550-4bde-bafc-afedbb92d2cc
1808,(no text),0.0000,FAIL,INVALID,06ba0960-bb35-4610-853e-257d6a4cfc23
2055,(no text),0.0000,FAIL,INVALID,2350aa4d-dd9c-49c5-9c77-ba1d3f308556
2019,(no text),0.0000,FAIL,INVALID,b7547b3a-1a1c-4a53-9263-dabe34e8fade
2070,(no text),0.0000,FAIL,INVALID,48e8c23b-40dc-4115-a3cb-ee40b175f7dc
2088,(no text),0.0000,FAIL,INVALID,fa72b2fb-84a2-483a-b184-2b3080d6d0fe
1926,(no text),0.0000,FAIL,INVALID,16615a3c-e7d3-47af-8950-f46dadd0bf85
1827,(no text),0.0000,FAIL,INVALID,18248867-6edb-4cc8-a00a-824c6acf8611
2120,(no text),0.0000,FAIL,INVALID,f9298532-822f-44b8-8dc8-812a19795a81
2118,(no text),0.0000,FAIL,INVALID,5dccc747-35cf-473e-85db-ec3f1a2b877e
2132,(no text),0.0000,FAIL,INVALID,b484c4f7-7cfa-4e6c-872c-991fad4fd920
2131,(no text),0.0000,FAIL,INVALID,9c7c795b-f5e2-4ba2-82a7-f5f1d9517a52
2147,(no text),0.0000,FAIL,INVALID,96a7fd16-4364-479b-8c2c-6f07a93a1283
2145,(no text),0.0000,FAIL,INVALID,9677ef81-27e9-43c4-bb39-313d08a5dd6c
2156,(no text),0.0000,FAIL,INVALID,4ceb8bf0-8590-417a-96d9-f2e7503018c1
2159,(no text),0.0000,FAIL,INVALID,fea35c13-1953-47ff-8bc7-bcf85fcbddc6
2164,(no text),0.0000,FAIL,INVALID,93667270-31bf-43d4-9a7e-338aaec24145
2173,(no text),0.0000,FAIL,INVALID,f6913dc5-04bf-4773-9823-2b9f45ff7b99
1825,(no text),0.0000,FAIL,INVALID,62faf696-6630-422e-896b-5724cc5ecb3b
2179,(no text),0.0000,FAIL,INVALID,37611a77-f5fb-46eb-ba4c-a88a87f32f72
2208,(no text),0.0000,FAIL,INVALID,bbf8be71-8550-4c20-8b06-cb67812f6d61
1989,(no text),0.0000,FAIL,INVALID,36d6c16d-96ca-407c-bb3e-4992dca5a947
2102,(no text),0.0000,FAIL,INVALID,c6ec23e0-1db5-41e1-b087-6d555241c692
1315,(no text),0.0000,FAIL,INVALID,027ed5df-bfdb-407a-b880-4dd6bb80330a
1741,(no text),0.0000,FAIL,INVALID,f6bb14fe-c1f4-4c36-8a73-9a68b6902c56
2223,(no text),0.0000,FAIL,INVALID,60ca9f09-f704-412a-99d2-d053faaae39d
2200,(no text),0.0000,FAIL,INVALID,fdf2e137-8599-4a92-be10-14207770343f
2244,(no text),0.0000,FAIL,INVALID,e984da41-8f75-46df-a045-ce4cdba32520
2267,(no text),0.0000,FAIL,INVALID,e0b2144d-04a3-4daf-9dbe-60025dab804a
2157,(no text),0.0000,FAIL,INVALID,339b6fb7-c895-4f17-a7b1-f916feff9380
1760,(no text),0.0000,FAIL,INVALID,1511c306-9dce-4b1e-b390-610210e3e68d
2141,(no text),0.0000,FAIL,INVALID,4576f5c8-9b10-48bd-a002-30308a3b28dd
2282,(no text),0.0000,FAIL,INVALID,3fd1bdf2-b5ff-41aa-8708-e7fe0781ec6d
2343,(no text),0.0000,FAIL,INVALID,92bdd796-8561-4617-b877-10a82c99fbcb
2385,(no text),0.0000,FAIL,INVALID,822f36a8-5596-47b7-933f-8a29903201a5
2390,(no text),0.0000,FAIL,INVALID,059c47ce-6297-447b-a6de-19263bb5f698
2203,(no text),0.0000,FAIL,INVALID,980a2f62-f27e-49b1-90f4-8e65b67e7199
2327,(no text),0.0000,FAIL,INVALID,47ef1eb5-f3c6-455b-99d5-b35af4509a5f
2358,(no text),0.0000,FAIL,INVALID,5a49a830-84ee-4fab-9018-0c5ef439e909
2175,(no text),0.0000,FAIL,INVALID,669d786d-fb1d-422c-8dc0-d0c71d4f8cdc
2459,(no text),0.0000,FAIL,INVALID,71bb4160-316b-49a6-ae45-1801382e7696
2414,(no text),0.0000,FAIL,INVALID,277c1511-4e2d-4ad3-9bee-593aac6fcf06
2467,(no text),0.0000,FAIL,INVALID,861849b4-b0e4-408b-896b-898a8d66a9a9
1975,(no text),0.0000,FAIL,INVALID,c0e62f59-cd6f-4e1a-8ac8-2336efa9af73
2514,(no text),0.0000,FAIL,INVALID,a3fffb52-8554-4881-a20f-dc92a1351f7b
2512,(no text),0.0000,FAIL,INVALID,5f996496-404a-43ba-861b-c4cb4f60a4c1
2535,(no text),0.0000,FAIL,INVALID,72d5fc7c-20e9-48bd-9ef5-e9b7a30bab1f
2518,(no text),0.0000,FAIL,INVALID,5378e4a4-ddb7-4143-98ad-8bf3c0c6109a
2037,(no text),0.0000,FAIL,INVALID,655983fa-c6ce-467d-a3f4-7c987d94d391
2558,(no text),0.0000,FAIL,INVALID,5e1b4e27-fe07-487a-9a35-2b1ba5e60ea2
1977,(no text),0.0000,FAIL,INVALID,04a4f7a2-1245-4044-bb34-9a997800d6d9
2553,(no text),0.0000,FAIL,INVALID,036dec21-bb73-425c-9855-592024411c51
2754,(no text),0.0000,FAIL,INVALID,02ef25e0-d6a5-4074-ba35-312d51887ba8
2261,(no text),0.0000,FAIL,INVALID,7c2272e4-309d-41ca-88ab-58a5447cc9b2
2827,(no text),0.0000,FAIL,INVALID,f9398038-f935-49c2-997d-e2006414f768
2087,(no text),0.0000,FAIL,INVALID,3417ed15-f79d-456a-bcc2-741e0e59d7d9
2834,(no text),0.0000,FAIL,INVALID,4e31f8e3-26a3-4c6d-bda5-9d98b4def27b
2847,(no text),0.0000,FAIL,INVALID,4795aef3-adb7-4231-9251-d4a4a387a430
2842,(no text),0.0000,FAIL,INVALID,b8a8b414-01a6-477f-bb7f-96b81a86928a
2677,(no text),0.0000,FAIL,INVALID,8214a179-aa5b-460d-8030-33a9ca57ff9a
2082,(no text),0.0000,FAIL,INVALID,7a79c917-aca9-481e-b9ca-e80b2eb70b63
2858,(no text),0.0000,FAIL,INVALID,3ddb05e9-058c-414c-a982-105852500e77
2857,(no text),0.0000,FAIL,INVALID,09ee70f8-7649-49d3-8aa6-a7b87b492f24
2871,(no text),0.0000,FAIL,INVALID,e01e5b21-08c0-492a-80d3-7e9becd00d70
2875,(no text),0.0000,FAIL,INVALID,0303c26c-4809-4109-ae0f-24f59596ac4b
2415,(no text),0.0000,FAIL,INVALID,bb990d9f-f0e8-4359-9cd8-9cddaa12c077
2561,(no text),0.0000,FAIL,INVALID,b3a21554-65a7-401c-a0e8-d5504e1932de
2922,(no text),0.0000,FAIL,INVALID,33b51f81-4950-43d3-a7b1-cba6f1178c9e
1727,(no text),0.0000,FAIL,INVALID,d3f384c5-355c-489e-890a-a5718cd9b809
2945,(no text),0.0000,FAIL,INVALID,fefe586b-928b-4d0c-b204-c9a98c04fe2e
2956,(no text),0.0000,FAIL,INVALID,4a5e31eb-5073-439a-a7e5-99c994171794
2967,(no text),0.0000,FAIL,INVALID,c1c8d47c-b8c1-48fe-9f02-4d3b1e2d8c25
2983,(no text),0.0000,FAIL,INVALID,9fa4e927-16b1-4bb8-9524-4ce047ba81b6
2429,(no text),0.0000,FAIL,INVALID,b561b6b3-85a0-4b2b-8337-2696eb44cb9e
2998,(no text),0.0000,FAIL,INVALID,8fcda509-96b2-4926-b20d-c795527b1ac9
2798,(no text),0.0000,FAIL,INVALID,c1126534-336d-4aec-9ebb-9a68e57b48d0
3035,(no text),0.0000,FAIL,INVALID,307fe9d0-ae2c-4ef7-823b-90da5bc15e17
3053,(no text),0.0000,FAIL,INVALID,1a6083d0-7465-4e2b-a12a-01f2e0b63ae9
2638,(no text),0.0000,FAIL,INVALID,14262c03-a944-47d0-b3a0-69339a4e462f
3041,(no text),0.0000,FAIL,INVALID,8d13d22d-9038-4196-8b9f-fc02fb59283f
2738,(no text),0.0000,FAIL,INVALID,93c8d494-a1e9-495c-bc81-c5f37e65e028
3054,(no text),0.0000,FAIL,INVALID,95c8453d-9e72-4bd0-9994-469ee284a897
3125,(no text),0.0000,FAIL,INVALID,5325a67a-388b-48c3-8b4a-30dbf6dd8ca4
3150,(no text),0.0000,FAIL,INVALID,cb78b55d-49f6-4199-8146-0ba5c3f49bf0
2959,(no text),0.0000,FAIL,INVALID,84066c90-8af6-409f-907b-e615d1e0c44c
3207,(no text),0.0000,FAIL,INVALID,d58bfde1-5cdf-4bb6-9f1f-3d2de2171130
2632,(no text),0.0000,FAIL,INVALID,cfb55c7e-f501-40fb-9e0d-7672724a8bcd
3215,(no text),0.0000,FAIL,INVALID,77764fec-9624-4fad-9405-9a8ea8a0c984
2864,(no text),0.0000,FAIL,INVALID,8dca2832-ad08-4440-8637-233313f08fdb
3221,(no text),0.0000,FAIL,INVALID,72503048-bc4d-4f48-a68c-4fffa5300bc6
