track_id,plate_text,confidence,status,valid,job_id
955,(no text),0.0000,FAIL,INVALID,71ff7ba1-d1a9-4241-a4ae-733f492e1de5
969,(no text),0.0000,FAIL,INVALID,845de2e7-1dd1-49d6-a98c-22ca32c4df3f
174,(no text),0.0000,FAIL,INVALID,cd0490ce-f094-4721-9b8b-3755397924bc
325,(no text),0.0000,FAIL,INVALID,7ee0528c-5878-4099-89b5-17ef606c27e9
973,(no text),0.0000,FAIL,INVALID,d649d3f3-d8b9-4689-b757-ce7cd77187c6
377,(no text),0.0000,FAIL,INVALID,cbbb33b9-cd8f-40ef-bf7c-30e155a66dae
879,(no text),0.0000,FAIL,INVALID,cb43e4f8-c886-4912-9bad-6b8df1889f11
977,(no text),0.0000,FAIL,INVALID,d12806d0-e5d7-4c20-be2e-a3b041393790
840,(no text),0.0000,FAIL,INVALID,93ea49ab-7541-4391-b3f8-50dd0d9b2a02
1123,(no text),0.0000,FAIL,INVALID,1fa02a7a-b6f5-4f1a-918f-2ac875bbd6ef
1141,(no text),0.0000,FAIL,INVALID,c9ec9041-b27e-4507-9308-d963ea39e562
1151,(no text),0.0000,FAIL,INVALID,c695c7c8-dd4a-4e5a-867e-4c150d6b56a1
1147,(no text),0.0000,FAIL,INVALID,9720fc72-fc69-430d-8001-6f1824c1c6ff
585,(no text),0.0000,FAIL,INVALID,55651afe-2422-4acb-b586-782a4775f505
1154,(no text),0.0000,FAIL,INVALID,cf59398b-592a-46d8-b7bf-b447ab57b806
535,(no text),0.0000,FAIL,INVALID,2a12015a-8202-4483-a550-620d45cbd4e2
9,(no text),0.0000,FAIL,INVALID,16f7ecc1-070f-48bf-98ae-3290982ee7cb
1195,(no text),0.0000,FAIL,INVALID,3d966ea7-2bc1-4982-92fb-e0209e68318d
1198,(no text),0.0000,FAIL,INVALID,43b4fcbf-4159-4764-88d7-679da0d1c3bb
1204,(no text),0.0000,FAIL,INVALID,a18ae7e3-1b31-415b-9f9d-4f107e26797e
1138,(no text),0.0000,FAIL,INVALID,aee88ef8-8a08-45fe-a677-c6f680e61229
250,(no text),0.0000,FAIL,INVALID,a0e2dae1-af82-47d9-be8d-89eb36bd7aa8
1243,(no text),0.0000,FAIL,INVALID,c100743b-3775-469e-8930-d142eb6ffa51
1244,(no text),0.0000,FAIL,INVALID,529c12dc-64db-4395-b297-a13c0318774e
995,(no text),0.0000,FAIL,INVALID,b26ea878-c9b0-4e21-b329-c28d3eb8b663
1266,(no text),0.0000,FAIL,INVALID,765eec74-48f5-4285-bb52-b006ffa969a4
1118,(no text),0.0000,FAIL,INVALID,7b68cb3e-7be4-4b84-8cd9-2b0ce158b2b6
1285,(no text),0.0000,FAIL,INVALID,12445fcc-739f-46af-be2d-037a30658b24
647,(no text),0.0000,FAIL,INVALID,24e0b818-39ea-42cb-aeed-d0ee73d23cd7
1316,(no text),0.0000,FAIL,INVALID,91408ff8-6087-4643-b14a-80a6c61a38de
1327,(no text),0.0000,FAIL,INVALID,bfb4f144-4402-4300-b99d-391c4a06a6f9
1165,(no text),0.0000,FAIL,INVALID,08f7a624-a7e4-4646-8d60-fdf6e27bc07d
1362,(no text),0.0000,FAIL,INVALID,699fcdcb-5577-45d4-aedd-7af36892191c
1375,(no text),0.0000,FAIL,INVALID,06e519b0-a330-4103-8872-8f132cef05fe
750,(no text),0.0000,FAIL,INVALID,da37e14c-79df-4d65-9bb2-dbfc7db45376
1361,(no text),0.0000,FAIL,INVALID,4b5f6871-8c14-4465-855c-17cc7fdfbea1
1383,(no text),0.0000,FAIL,INVALID,ae2ce4ca-8b1c-447f-b718-79795bcdd1e9
1396,(no text),0.0000,FAIL,INVALID,952d127b-4f86-471f-b15b-6cf2aeb4a732
1366,(no text),0.0000,FAIL,INVALID,9b22583e-f49a-4fd3-9690-d27afeb1e5a1
1013,(no text),0.0000,FAIL,INVALID,ce3367af-a9dd-4196-8f29-7f77c3439c1a
1484,(no text),0.0000,FAIL,INVALID,7dd6254e-b11c-482e-823d-dd408b95038d
983,(no text),0.0000,FAIL,INVALID,401b62e4-a478-4562-afef-ab7c29057fae
1481,(no text),0.0000,FAIL,INVALID,3de907fe-a1ba-43ae-8374-0682cfbaff35
1267,(no text),0.0000,FAIL,INVALID,3edfe7da-0ca0-4b4a-9af1-3da7ee44e284
1517,(no text),0.0000,FAIL,INVALID,26656d0f-dd0f-48b7-b398-8eed7041d0b8
1529,(no text),0.0000,FAIL,INVALID,b23b9311-ece5-4b1d-aed9-c5a4af136f0f
1552,(no text),0.0000,FAIL,INVALID,c455e7f1-e2d3-4302-8de2-9bcc20f50546
1578,(no text),0.0000,FAIL,INVALID,fb1e7c48-b0dc-4d49-b876-239707310ff5
1581,(no text),0.0000,FAIL,INVALID,92d7f18a-dec6-4dc7-904a-508e5fe8ee46
1564,(no text),0.0000,FAIL,INVALID,4bdca6b0-3c6e-4247-b15d-cf89918987fb
1422,(no text),0.0000,FAIL,INVALID,1828768b-7f7f-4636-9a47-943159819ab2
747,(no text),0.0000,FAIL,INVALID,c7a0afb7-b37a-49ef-9694-ca62c68ce1e1
1601,(no text),0.0000,FAIL,INVALID,aaacd9b8-217d-4b91-b77f-caa99c52a208
1617,(no text),0.0000,FAIL,INVALID,c6ed7048-0585-4065-b031-613724c37a74
1621,DFAMGEO1VISI,0.0976,OK,INVALID,d6e156b6-ccfc-45f5-8bfb-765c240931ba
864,(no text),0.0000,FAIL,INVALID,7bdae028-e221-4303-992f-3cffd8652e8b
1644,(no text),0.0000,FAIL,INVALID,df035ca9-4227-4449-ae19-2a89e0795a11
1574,(no text),0.0000,FAIL,INVALID,6a0085d5-1d77-485c-87e1-e63ecab2cabd
1664,(no text),0.0000,FAIL,INVALID,7cde62bf-11ef-4998-996c-9995cfc6775b
1685,(no text),0.0000,FAIL,INVALID,44e95eb4-3f49-48e8-a2e7-5430bcf09680
1334,(no text),0.0000,FAIL,INVALID,e9be63fe-782e-45f3-9754-1e9b4e1a307a
1212,(no text),0.0000,FAIL,INVALID,bd3dcfb7-4566-4806-9db5-d5165b107f0c
1326,(no text),0.0000,FAIL,INVALID,50839226-dfca-4075-9c59-d880cf2a838f
1694,(no text),0.0000,FAIL,INVALID,51def534-cf60-4dec-9cff-197061335972
1626,(no text),0.0000,FAIL,INVALID,fbfeed06-7c88-475f-adab-6f987aa48c53
1742,(no text),0.0000,FAIL,INVALID,0f7e9698-4026-4972-a7ba-8686d820cb85
1679,(no text),0.0000,FAIL,INVALID,44ad7367-5c9c-4d97-ba6c-29bc1eca2788
1533,(no text),0.0000,FAIL,INVALID,1b39d907-988c-49ec-acbd-bf2b29a9494f
1451,(no text),0.0000,FAIL,INVALID,9c647427-2b82-44a8-9f98-5c5aa2f40e69
1343,(no text),0.0000,FAIL,INVALID,809de290-540f-4475-ba04-5219df874880
1722,(no text),0.0000,FAIL,INVALID,02491974-2c6c-4d0c-b823-4559c7a012be
1811,(no text),0.0000,FAIL,INVALID,f3894e17-b05c-43e9-bb68-d1e5840f4ea6
1108,(no text),0.0000,FAIL,INVALID,31bc3d13-6b39-40f8-8f13-5e06d4f768aa
1783,(no text),0.0000,FAIL,INVALID,637498bc-b43e-48ee-bcc8-13273fcc1f6b
1831,(no text),0.0000,FAIL,INVALID,e9432882-fde3-40bb-98e4-1813da9431d9
1628,(no text),0.0000,FAIL,INVALID,fb2bb042-77a7-4f3e-9577-7928745c4053
1756,(no text),0.0000,FAIL,INVALID,e44423f3-e560-443a-817a-07caa86f9b36
1848,(no text),0.0000,FAIL,INVALID,0b14cda7-037c-4829-b4fc-b3e926b046e1
1864,(no text),0.0000,FAIL,INVALID,4cf85a61-1f9e-43ca-9007-66f5e8b9325a
1616,(no text),0.0000,FAIL,INVALID,297d106f-ab4f-4733-b6f4-cc83bebc39e7
45,(no text),0.0000,FAIL,INVALID,3a116000-4585-4b0e-8a60-a1bd047da028
1941,(no text),0.0000,FAIL,INVALID,6ee8750a-e348-406a-bcd6-e66017b77a7a
1740,(no text),0.0000,FAIL,INVALID,361916d0-35bd-4e0c-bcdd-61e9ba9d04d7
1958,(no text),0.0000,FAIL,INVALID,56485eb1-e449-4143-b2c5-7acd25e9a409
1954,(no text),0.0000,FAIL,INVALID,e7acc081-eaaa-4bf7-8270-b27f28e372c1
1956,(no text),0.0000,FAIL,INVALID,6384b417-97ef-4f30-97ea-0a8a6d5b97cd
1964,(no text),0.0000,FAIL,INVALID,340d3305-5fbe-4473-abcd-c4751d156fd4
1951,(no text),0.0000,FAIL,INVALID,6d5e9329-2606-439a-80c5-7529fb4bab4b
2001,(no text),0.0000,FAIL,INVALID,31fd4f59-1f86-4ccd-abdb-2ac32c2847c1
2010,(no text),0.0000,FAIL,INVALID,96ff470c-087b-4205-b702-32416d9b4079
2026,(no text),0.0000,FAIL,INVALID,a780e7fa-310a-4bde-9579-b8ce3bae9a78
1980,(no text),0.0000,FAIL,INVALID,57c74c2c-0d2a-45a7-81b6-e12d8f90e6a7
529,(no text),0.0000,FAIL,INVALID,177c42cf-5fb1-4752-acd7-797d6b923525
1808,(no text),0.0000,FAIL,INVALID,36fb8df8-f849-47da-b1a1-1a1a7f715ef9
2055,(no text),0.0000,FAIL,INVALID,1da2d032-ed4e-4fc6-ba5b-ea4b773fceeb
2019,(no text),0.0000,FAIL,INVALID,7ffa9719-b5f5-40d4-a2e3-8588b5158e87
2070,(no text),0.0000,FAIL,INVALID,d22f71ad-b82e-4ec1-8b70-c4449ef1721a
2088,(no text),0.0000,FAIL,INVALID,5a4e1476-9ce2-401e-921e-4452433818d3
1926,(no text),0.0000,FAIL,INVALID,fd356122-9adc-4421-8fe2-e61df78fd947
1827,(no text),0.0000,FAIL,INVALID,e283a09b-9623-4572-bfac-24e4a79d3ec8
2120,(no text),0.0000,FAIL,INVALID,2bb295bc-1f6c-4f5c-a21b-b67a75efda79
2118,(no text),0.0000,FAIL,INVALID,83239ef4-e5a2-44b2-bcce-cb421678ba79
2132,(no text),0.0000,FAIL,INVALID,69fd3b7f-fd1c-4521-b3eb-0f063ab78f30
2131,(no text),0.0000,FAIL,INVALID,b24b01fe-c01a-44b7-a70b-4427e30b5d87
2147,(no text),0.0000,FAIL,INVALID,22e247ee-d9df-41f9-8d81-dae5908f3438
2145,(no text),0.0000,FAIL,INVALID,8e37bb76-cd2b-4446-84e5-b8c72b6debb0
2156,(no text),0.0000,FAIL,INVALID,b1af5f72-2fde-4cc0-b9a3-1ddf45d3d41d
2159,(no text),0.0000,FAIL,INVALID,9b44c6b9-0de3-4d6a-b956-6d8ef65cf2e1
2164,(no text),0.0000,FAIL,INVALID,7a3ef71a-55a1-45ba-9fb5-37de62478050
1825,(no text),0.0000,FAIL,INVALID,dcd8fce8-e17f-445f-8da1-e870f645b120
2173,(no text),0.0000,FAIL,INVALID,f1e68f9f-ba13-4d4a-833b-ba5df6a8707c
2179,(no text),0.0000,FAIL,INVALID,733de52f-0238-4873-929c-12f358d4de3b
2208,(no text),0.0000,FAIL,INVALID,773d8d3b-98e2-40be-97cc-5cec8ca65172
1989,(no text),0.0000,FAIL,INVALID,496fd161-8f2a-497b-997a-2f882e3a5adb
2102,(no text),0.0000,FAIL,INVALID,a597adec-245a-4848-93d9-a9acf55f9cf5
1315,(no text),0.0000,FAIL,INVALID,2959d289-9c6e-4bc2-be55-8d7c14132e29
1741,(no text),0.0000,FAIL,INVALID,e591e00c-94ab-4c9c-8b02-5e00d600e1c2
2223,(no text),0.0000,FAIL,INVALID,41eaae71-dcfa-4064-a7c1-fcea6ec37d09
2200,(no text),0.0000,FAIL,INVALID,f14e6253-d844-46b7-9a56-2f8259e0e96f
2244,(no text),0.0000,FAIL,INVALID,a49b80c4-3c62-47d6-b5cd-223a1f2d074c
2267,(no text),0.0000,FAIL,INVALID,985f5308-178e-484b-adc8-ca294cb5aeb8
2157,(no text),0.0000,FAIL,INVALID,df1fc464-3d71-41da-a6fb-389b9e50a7e9
1760,(no text),0.0000,FAIL,INVALID,808ab314-e00d-4f65-98bd-cc1035e74ce7
2141,(no text),0.0000,FAIL,INVALID,48e60989-d768-4494-bd83-33d4157104a7
2282,(no text),0.0000,FAIL,INVALID,41cbe095-cad1-4fc2-97ab-7ef1f57920d9
2343,(no text),0.0000,FAIL,INVALID,adf93631-4ff9-42a1-af61-4255dda3c158
2385,(no text),0.0000,FAIL,INVALID,262f8e00-1b0a-4ed9-948e-a8660fccf388
2390,(no text),0.0000,FAIL,INVALID,dea5685e-0406-460d-a26d-82ac561525ff
2203,(no text),0.0000,FAIL,INVALID,74c149c1-8631-4d46-9334-ba350af8a507
2327,(no text),0.0000,FAIL,INVALID,d8ef04a2-ecd7-4b8a-bf52-64b574e086a5
2358,(no text),0.0000,FAIL,INVALID,e2714fe4-1a21-498d-a19e-136fb99aff56
2175,(no text),0.0000,FAIL,INVALID,39336f6e-c5b2-46a6-b52d-57818b40cedf
2459,(no text),0.0000,FAIL,INVALID,d703c0ff-7848-46a9-8464-10c5f16f563b
2414,(no text),0.0000,FAIL,INVALID,b924a0e8-f5a7-486f-b104-9c0ab39c2c09
2467,(no text),0.0000,FAIL,INVALID,f98a2640-ff49-4dae-9e12-ce1d053da546
1975,(no text),0.0000,FAIL,INVALID,cd676ce4-2be0-4fb0-9182-e576afca693d
2514,(no text),0.0000,FAIL,INVALID,5197d843-9056-4d34-b26a-05781895e98d
2512,(no text),0.0000,FAIL,INVALID,9254dd93-24a9-46a7-a0b1-1f2f461dffa7
2535,(no text),0.0000,FAIL,INVALID,0d73a4da-3aa6-48b4-aeb6-803ab819219c
2518,(no text),0.0000,FAIL,INVALID,70dd218a-4a8a-4a87-a653-96c7ceec7d80
2037,(no text),0.0000,FAIL,INVALID,7bcfe079-7a49-4140-bb1d-9f873cbb14de
2558,(no text),0.0000,FAIL,INVALID,ad0d011b-0880-4b5b-a60c-ad4d28c98ea8
1977,(no text),0.0000,FAIL,INVALID,41d10795-9903-4484-8aa5-37add6758840
2553,(no text),0.0000,FAIL,INVALID,68fd681f-3e1c-4352-be4d-406ab1490f30
2754,(no text),0.0000,FAIL,INVALID,7827b71e-0644-4fc7-8dac-bd2af0fed977
2261,(no text),0.0000,FAIL,INVALID,441af22f-8888-4490-85b1-de2e62b2f625
2827,(no text),0.0000,FAIL,INVALID,92d1c1ef-9c4b-44d5-acbe-fa5a7b352a23
2087,5,0.9910,OK,INVALID,cb99a352-d588-4577-8a87-f26860ea6d11
2834,(no text),0.0000,FAIL,INVALID,54dc5141-9af3-4620-8894-e929ae6bfadc
2847,(no text),0.0000,FAIL,INVALID,497e7abf-a247-440f-92b3-cf8ef5be16ac
2842,(no text),0.0000,FAIL,INVALID,55ceabc4-5e30-45ac-8d72-81511d6b9876
2677,(no text),0.0000,FAIL,INVALID,8ab4940e-0187-4cc0-aba2-b057be1941e9
2082,(no text),0.0000,FAIL,INVALID,14e4de27-ca2a-4736-8539-db4c59eb73d7
2858,(no text),0.0000,FAIL,INVALID,1fc7b808-ba64-464c-86cd-8be366db7da3
2857,(no text),0.0000,FAIL,INVALID,2d0933ca-2532-41b1-b70f-cacd6cdc6fb6
2871,(no text),0.0000,FAIL,INVALID,5c519526-b63f-4cef-a658-2b008a3ee79e
2875,(no text),0.0000,FAIL,INVALID,f4aa1d02-3734-4b6c-aa34-0b1c1232626a
2415,(no text),0.0000,FAIL,INVALID,4cf149f3-c931-4fb7-90bb-0a67d60bda2c
2561,(no text),0.0000,FAIL,INVALID,e7e6607b-8d15-4d5b-962c-c17c1aea54c6
2922,(no text),0.0000,FAIL,INVALID,1be0433a-dd12-42be-9566-d9d9ab5a0c45
1727,(no text),0.0000,FAIL,INVALID,9e2d4317-d4ed-4ac3-b758-3234e478e46b
2945,(no text),0.0000,FAIL,INVALID,8b8446ec-b871-4047-8c94-589f2bf7d226
2956,(no text),0.0000,FAIL,INVALID,1e594f56-64f6-4172-83e6-53d90ca3f522
2967,(no text),0.0000,FAIL,INVALID,38e04f87-b0cb-45f1-9d4e-062959820001
2983,(no text),0.0000,FAIL,INVALID,5ab560c9-b2d9-4c72-9b9b-e732afc37a18
2429,(no text),0.0000,FAIL,INVALID,e4194439-d052-4c70-8598-187cf45005e9
2998,(no text),0.0000,FAIL,INVALID,274366f2-fbc5-4bae-9ee2-3339641e5719
2798,(no text),0.0000,FAIL,INVALID,8cc4f1e3-0fc4-490d-9a30-e9ce72d5f440
3035,(no text),0.0000,FAIL,INVALID,5f078dcb-ca6d-44d7-a497-350e332053cb
3053,(no text),0.0000,FAIL,INVALID,4c5b8f90-dc4c-4f4f-ac23-ab1c79b85e40
2638,(no text),0.0000,FAIL,INVALID,72837268-be34-434e-b975-8f930f74f117
3041,(no text),0.0000,FAIL,INVALID,ef38aa80-dc65-46bc-a739-a77bc40d0a83
2738,(no text),0.0000,FAIL,INVALID,e6f86a8d-e70e-4ca0-be00-c1573461b895
3054,(no text),0.0000,FAIL,INVALID,9936b666-ea02-427a-a5db-f52018320b36
3125,(no text),0.0000,FAIL,INVALID,92befae3-accb-448b-92cd-60c4128bb249
3150,(no text),0.0000,FAIL,INVALID,122421f1-46f0-46e3-a5b5-82a91333dd20
2959,(no text),0.0000,FAIL,INVALID,69965fba-c7fd-4a37-acf1-6336a9e84f27
3207,(no text),0.0000,FAIL,INVALID,1bd90cb8-288d-4fbf-9e21-42f09d6dcdff
2632,(no text),0.0000,FAIL,INVALID,6af1017e-84ee-4a2d-abb6-31db4a4dc2e8
3215,(no text),0.0000,FAIL,INVALID,11143fc9-af1f-4a58-b4ea-61ffe0046adf
2864,(no text),0.0000,FAIL,INVALID,ee300923-931f-4471-8fc2-fce679affdb2
3221,(no text),0.0000,FAIL,INVALID,0a9ae071-bc8f-4f24-b53b-81003410d104
